Tiempo_Ejecucion,Complejidad,Tamaño_Tarea,Carga_Trabajo_R1,Experiencia_R1,Experiencia_Equipo,Claridad_Requisitos,Experiencia del Encuestado,Tipo_Tarea,Fase_Tarea,Cantidad_Recursos,Carga_Trabajo_R2,Experiencia_R2,Carga_Trabajo_R3,Experiencia_R3
127.15702469916985,4,1,2,4,2,3,Junior,Análisis,Elaboración/Requisitos,1,,,,
84.70201807167125,2,8,2,1,3,3,Senior,Frontend,Mantenimiento,1,,,,
101.85839257853509,2,1,2,1,4,2,Senior,Testing,Construcción/Desarrollo,1,,,,
199.8600237050667,1,13,3,3,5,1,Junior,Análisis,Mantenimiento,3,2.0,1.0,1.0,1.0
139.90053021167958,1,5,2,1,2,1,Senior,DevOps,Mantenimiento,1,,,,
138.5986688683449,3,21,3,2,2,5,Senior,Database,Transición/Implementación,2,2.0,2.0,,
169.5533869995638,2,21,2,4,2,1,Senior,DevOps,Construcción/Desarrollo,3,1.0,1.0,1.0,5.0
121.82204809893102,3,13,1,1,2,2,Junior,Análisis,Construcción/Desarrollo,2,2.0,1.0,,
177.9740976662068,4,1,2,5,4,2,Senior,Análisis,Construcción/Desarrollo,3,1.0,1.0,1.0,3.0
101.81796313897188,4,1,1,1,3,3,Mid-Level,Documentación,Elaboración/Requisitos,1,,,,
135.5595150869311,2,5,3,5,3,3,Junior,DevOps,Elaboración/Requisitos,2,3.0,2.0,,
63.95876072013929,2,8,3,3,3,2,Senior,Frontend,Mantenimiento,3,1.0,3.0,1.0,2.0
64.81691031414083,4,3,1,1,1,2,Mid-Level,DevOps,Construcción/Desarrollo,2,1.0,1.0,,
115.21037664766261,2,5,1,5,2,4,Junior,Testing,Mantenimiento,1,,,,
199.51029789873039,5,2,3,4,2,2,Senior,DevOps,Mantenimiento,3,3.0,5.0,3.0,4.0
76.60187336146744,5,21,2,5,3,4,Mid-Level,Análisis,Mantenimiento,1,,,,
154.32940184734161,5,2,1,1,5,3,Senior,Frontend,Elaboración/Requisitos,3,2.0,1.0,3.0,1.0
105.67828960683607,1,5,2,4,2,5,Senior,Análisis,Mantenimiento,1,,,,
133.4402003058515,2,8,2,3,2,4,Junior,Análisis,Inicio/Conceptualización,1,,,,
155.28268237582517,1,13,2,5,4,2,Junior,Database,Inicio/Conceptualización,3,2.0,5.0,1.0,2.0
164.90430090806814,4,5,3,4,3,4,Mid-Level,Backend,Construcción/Desarrollo,3,3.0,5.0,2.0,5.0
127.03882986024792,1,1,2,1,2,5,Senior,Frontend,Transición/Implementación,1,,,,
205.64770463067063,4,5,3,4,4,2,Mid-Level,Frontend,Mantenimiento,3,1.0,4.0,1.0,5.0
98.14747711965575,2,13,2,4,4,3,Mid-Level,Documentación,Construcción/Desarrollo,1,,,,
114.18551533683615,4,8,3,4,2,4,Senior,Backend,Transición/Implementación,1,,,,
114.50456126823667,5,8,3,1,4,2,Mid-Level,Documentación,Inicio/Conceptualización,1,,,,
197.34433233313803,4,5,3,4,3,5,Mid-Level,Análisis,Inicio/Conceptualización,3,3.0,4.0,3.0,5.0
72.28997708471286,5,3,1,4,2,2,Senior,DevOps,Inicio/Conceptualización,1,,,,
187.35706079629327,4,5,2,4,2,3,Mid-Level,Análisis,Elaboración/Requisitos,3,3.0,5.0,3.0,5.0
147.5606814762077,4,2,2,2,3,2,Junior,DevOps,Mantenimiento,2,3.0,1.0,,
72.71384125644681,4,1,1,1,2,4,Senior,Documentación,Inicio/Conceptualización,1,,,,
102.70597899580449,4,13,2,5,5,5,Junior,Documentación,Elaboración/Requisitos,1,,,,
93.52754056037155,4,2,2,5,3,5,Mid-Level,Análisis,Elaboración/Requisitos,1,,,,
120.30424580842798,4,3,2,5,1,3,Mid-Level,Análisis,Transición/Implementación,2,2.0,4.0,,
90.73887075983946,4,2,1,5,3,3,Junior,Documentación,Inicio/Conceptualización,1,,,,
142.89408790509196,3,3,2,4,1,1,Senior,Documentación,Transición/Implementación,2,3.0,5.0,,
95.64872102544042,3,21,2,3,4,4,Senior,Análisis,Inicio/Conceptualización,1,,,,
81.73471705804259,4,21,1,3,2,5,Mid-Level,Análisis,Transición/Implementación,1,,,,
76.96498703713725,1,3,1,2,2,4,Junior,Análisis,Elaboración/Requisitos,1,,,,
86.07849822508238,5,1,3,5,3,2,Mid-Level,DevOps,Transición/Implementación,1,,,,
94.17834660251837,2,21,2,2,3,3,Mid-Level,Database,Construcción/Desarrollo,1,,,,
81.34814591073203,5,21,3,1,3,4,Senior,Documentación,Inicio/Conceptualización,1,,,,
187.10705951111322,5,13,1,2,1,2,Mid-Level,Database,Mantenimiento,2,1.0,1.0,,
224.80135306031053,2,1,3,2,3,4,Junior,Documentación,Construcción/Desarrollo,3,1.0,2.0,1.0,2.0
82.82427833033596,3,1,3,2,2,5,Senior,Database,Construcción/Desarrollo,1,,,,
128.57748832169165,3,2,2,4,2,3,Senior,Análisis,Inicio/Conceptualización,3,2.0,2.0,2.0,3.0
93.45639917365696,4,21,2,3,2,5,Mid-Level,Backend,Elaboración/Requisitos,3,1.0,4.0,1.0,4.0
108.49703373739361,2,3,2,5,5,3,Senior,Análisis,Elaboración/Requisitos,1,,,,
179.77794359757303,4,2,2,3,4,3,Senior,Database,Transición/Implementación,2,2.0,3.0,,
185.38283529042437,5,3,3,1,4,3,Mid-Level,Database,Elaboración/Requisitos,3,1.0,2.0,2.0,1.0
190.08986138622643,3,5,1,2,3,2,Senior,Database,Elaboración/Requisitos,2,1.0,1.0,,
128.8084021970334,4,8,1,5,3,5,Mid-Level,Database,Transición/Implementación,2,1.0,2.0,,
136.1314754958273,5,2,2,2,4,3,Senior,Database,Inicio/Conceptualización,3,1.0,1.0,1.0,2.0
119.97489006041162,3,3,2,2,4,2,Mid-Level,DevOps,Construcción/Desarrollo,2,2.0,2.0,,
91.49902015206173,5,8,1,1,2,5,Junior,Frontend,Construcción/Desarrollo,1,,,,
122.37809759069438,4,1,2,3,2,2,Senior,Frontend,Mantenimiento,2,2.0,4.0,,
159.9745050695333,3,13,2,4,2,4,Junior,Documentación,Inicio/Conceptualización,2,2.0,4.0,,
85.45900064124179,3,21,3,2,4,4,Senior,Análisis,Construcción/Desarrollo,1,,,,
226.22221058728073,2,3,1,5,5,2,Mid-Level,Documentación,Construcción/Desarrollo,3,1.0,3.0,1.0,1.0
174.8215383336598,4,2,1,3,3,3,Senior,Frontend,Inicio/Conceptualización,3,3.0,3.0,3.0,1.0
166.20262623547882,4,3,2,3,3,2,Junior,Testing,Transición/Implementación,3,1.0,3.0,1.0,4.0
81.97756962264391,5,21,2,1,2,3,Mid-Level,Documentación,Mantenimiento,1,,,,
126.04733253934164,1,2,3,4,5,1,Senior,Backend,Transición/Implementación,2,3.0,1.0,,
167.75110848557074,2,3,3,5,3,5,Junior,Frontend,Construcción/Desarrollo,3,3.0,3.0,2.0,5.0
135.2903654976532,4,2,1,2,4,3,Mid-Level,Database,Mantenimiento,2,1.0,3.0,,
93.27569404547566,5,1,2,4,1,2,Senior,Documentación,Inicio/Conceptualización,1,,,,
150.68005307801798,1,3,3,1,4,2,Junior,Testing,Mantenimiento,3,1.0,1.0,2.0,1.0
110.37477211077831,5,13,1,2,4,2,Mid-Level,Database,Elaboración/Requisitos,2,1.0,2.0,,
154.747872528111,2,3,2,5,3,4,Junior,Testing,Construcción/Desarrollo,3,1.0,4.0,1.0,4.0
84.42581736716826,1,5,2,4,5,5,Mid-Level,Documentación,Elaboración/Requisitos,1,,,,
144.34433316848524,1,3,2,2,4,2,Junior,DevOps,Inicio/Conceptualización,3,1.0,1.0,1.0,1.0
94.7988813480704,3,13,3,5,2,1,Senior,Backend,Inicio/Conceptualización,1,,,,
150.89045472775933,2,8,2,2,5,2,Senior,Backend,Mantenimiento,3,3.0,3.0,3.0,3.0
133.08842862627515,3,1,3,4,4,5,Mid-Level,Documentación,Inicio/Conceptualización,1,,,,
134.07208758559779,4,3,2,4,4,5,Junior,Arquitectura,Elaboración/Requisitos,2,3.0,5.0,,
142.6966848767921,1,3,3,4,1,3,Mid-Level,Documentación,Construcción/Desarrollo,3,1.0,5.0,1.0,5.0
72.04661577373383,3,13,1,1,4,3,Junior,Testing,Transición/Implementación,1,,,,
107.21561505672047,1,1,1,2,3,3,Junior,Análisis,Mantenimiento,1,,,,
149.29086661085208,1,5,2,2,2,1,Senior,Backend,Elaboración/Requisitos,1,,,,
117.45008966562612,2,2,3,3,3,3,Junior,Backend,Transición/Implementación,2,2.0,2.0,,
150.33534533401124,1,3,1,3,3,5,Mid-Level,Backend,Construcción/Desarrollo,1,,,,
120.14648685722237,2,1,1,4,4,4,Senior,Documentación,Inicio/Conceptualización,1,,,,
94.72618043927456,2,3,1,2,2,3,Senior,Frontend,Mantenimiento,1,,,,
174.7262744324862,2,3,1,4,3,3,Junior,DevOps,Mantenimiento,3,1.0,4.0,1.0,3.0
145.95733861142037,4,3,1,2,1,2,Senior,Database,Transición/Implementación,1,,,,
164.91497303393385,5,3,2,2,1,1,Junior,Frontend,Elaboración/Requisitos,3,1.0,1.0,1.0,2.0
163.22255528230562,4,8,3,5,3,4,Senior,DevOps,Inicio/Conceptualización,3,1.0,5.0,1.0,5.0
88.82880549148807,3,2,3,2,4,3,Junior,Database,Construcción/Desarrollo,1,,,,
111.78236021649295,4,1,1,2,4,1,Junior,Database,Inicio/Conceptualización,2,2.0,1.0,,
148.14289965049502,4,3,2,5,4,4,Junior,DevOps,Mantenimiento,2,1.0,5.0,,
153.01538172156066,1,2,1,4,2,5,Senior,Documentación,Transición/Implementación,2,3.0,4.0,,
125.54033075167656,4,21,2,5,4,4,Mid-Level,Backend,Mantenimiento,1,,,,
92.41520340878049,3,2,3,4,1,4,Junior,Análisis,Elaboración/Requisitos,1,,,,
121.86227555280006,5,2,3,5,1,4,Junior,Frontend,Elaboración/Requisitos,2,3.0,1.0,,
120.99880881044015,2,2,3,3,2,4,Mid-Level,DevOps,Transición/Implementación,1,,,,
183.52902159275868,4,1,1,2,2,4,Senior,Análisis,Inicio/Conceptualización,3,1.0,2.0,1.0,3.0
96.10125907890004,5,3,3,3,2,4,Junior,Testing,Transición/Implementación,1,,,,
132.4937042904765,4,5,1,3,3,4,Mid-Level,DevOps,Inicio/Conceptualización,1,,,,
133.4976555292364,1,5,2,5,2,4,Junior,Database,Mantenimiento,2,1.0,5.0,,
125.078851078617,2,1,2,5,3,2,Senior,Database,Transición/Implementación,3,1.0,5.0,1.0,5.0
139.79203117924658,4,21,1,3,4,2,Senior,Análisis,Transición/Implementación,2,1.0,4.0,,
75.90016169505117,1,13,3,5,4,2,Mid-Level,Frontend,Transición/Implementación,1,,,,
66.36561653061565,5,5,1,5,4,5,Junior,DevOps,Elaboración/Requisitos,1,,,,
175.25217564628247,3,8,3,4,3,1,Junior,Documentación,Mantenimiento,3,1.0,2.0,1.0,2.0
171.38894636340495,4,5,2,2,2,3,Senior,Análisis,Elaboración/Requisitos,3,3.0,2.0,2.0,1.0
179.53325589493681,1,21,2,2,4,2,Mid-Level,Database,Elaboración/Requisitos,2,1.0,2.0,,
129.10085035696667,4,3,2,1,4,2,Mid-Level,Backend,Elaboración/Requisitos,2,3.0,1.0,,
87.1116109896174,2,8,1,2,1,3,Junior,Testing,Transición/Implementación,1,,,,
162.5563224587519,3,5,1,5,3,4,Junior,DevOps,Elaboración/Requisitos,2,3.0,1.0,,
89.30025296215257,4,1,1,2,2,2,Senior,Database,Inicio/Conceptualización,1,,,,
43.02172095445926,4,2,1,4,5,4,Mid-Level,Documentación,Elaboración/Requisitos,2,3.0,5.0,,
120.15228063123261,1,5,3,5,4,2,Junior,Análisis,Elaboración/Requisitos,1,,,,
96.53170086153261,1,3,2,4,1,2,Senior,Análisis,Inicio/Conceptualización,1,,,,
139.70874373255117,5,1,2,2,3,2,Senior,Análisis,Construcción/Desarrollo,2,1.0,2.0,,
114.36690927988354,2,2,2,3,2,2,Mid-Level,DevOps,Mantenimiento,1,,,,
121.36377385161013,3,1,3,3,1,2,Junior,Backend,Transición/Implementación,1,,,,
236.49896020730864,1,21,3,5,5,3,Senior,Documentación,Elaboración/Requisitos,3,1.0,5.0,1.0,5.0
84.16333388342943,5,8,3,3,1,3,Mid-Level,Frontend,Inicio/Conceptualización,1,,,,
96.08518592006278,2,2,3,2,1,4,Senior,DevOps,Transición/Implementación,1,,,,
185.6248533027912,2,8,1,3,4,2,Mid-Level,Análisis,Elaboración/Requisitos,2,2.0,4.0,,
155.90765555421407,4,8,1,3,5,4,Mid-Level,DevOps,Inicio/Conceptualización,3,2.0,2.0,3.0,3.0
190.8921218163426,5,3,2,3,5,2,Mid-Level,Backend,Inicio/Conceptualización,3,1.0,1.0,1.0,2.0
96.80221828136055,2,21,2,3,4,3,Junior,Frontend,Construcción/Desarrollo,1,,,,
77.46795615997081,3,13,3,2,3,5,Senior,Análisis,Inicio/Conceptualización,1,,,,
117.53423256318764,3,21,3,3,5,1,Junior,Análisis,Elaboración/Requisitos,1,,,,
142.25985622070885,2,13,3,1,4,2,Mid-Level,Database,Elaboración/Requisitos,2,3.0,2.0,,
193.10471003317448,2,8,3,5,4,2,Junior,DevOps,Mantenimiento,2,1.0,4.0,,
213.26887770590207,4,21,3,3,5,4,Mid-Level,Análisis,Elaboración/Requisitos,3,1.0,2.0,1.0,3.0
91.73204227917667,4,13,3,5,5,3,Junior,Database,Construcción/Desarrollo,2,3.0,5.0,,
122.94200099819662,1,2,3,2,4,5,Mid-Level,DevOps,Inicio/Conceptualización,2,3.0,2.0,,
159.02216360715252,2,5,3,1,5,5,Senior,Análisis,Elaboración/Requisitos,3,2.0,1.0,1.0,1.0
76.47247356439067,2,3,2,1,2,1,Senior,Testing,Mantenimiento,1,,,,
96.06264547141329,1,21,2,4,5,5,Mid-Level,Testing,Elaboración/Requisitos,3,2.0,3.0,1.0,3.0
88.87038720982717,1,2,1,1,2,4,Mid-Level,Documentación,Construcción/Desarrollo,1,,,,
203.81720747459295,5,13,2,5,5,1,Mid-Level,Frontend,Construcción/Desarrollo,3,1.0,5.0,2.0,2.0
123.46935634283481,4,3,1,1,3,5,Senior,Database,Elaboración/Requisitos,1,,,,
123.92103940893733,1,5,3,1,3,5,Mid-Level,Análisis,Mantenimiento,1,,,,
138.4291567897693,4,1,3,4,3,2,Mid-Level,Testing,Inicio/Conceptualización,1,,,,
188.44210085922606,4,8,2,3,4,1,Junior,Análisis,Elaboración/Requisitos,3,1.0,3.0,1.0,3.0
155.08087424485205,5,21,2,4,3,2,Junior,Backend,Inicio/Conceptualización,3,1.0,3.0,1.0,4.0
87.22117130198305,2,13,2,1,3,5,Senior,Backend,Transición/Implementación,1,,,,
120.19762097128633,4,8,2,1,5,4,Junior,Backend,Construcción/Desarrollo,3,1.0,1.0,2.0,1.0
69.7829519902205,4,1,2,4,3,1,Junior,Análisis,Elaboración/Requisitos,1,,,,
123.55581435943729,3,21,1,5,3,3,Junior,Database,Mantenimiento,2,2.0,3.0,,
151.4427244348557,2,5,1,5,2,2,Mid-Level,Database,Inicio/Conceptualización,2,1.0,3.0,,
91.62420208258894,3,1,2,3,5,2,Senior,Documentación,Transición/Implementación,1,,,,
87.13867528399841,2,5,1,5,2,2,Junior,Database,Transición/Implementación,1,,,,
92.40350587058852,5,2,1,3,4,4,Senior,Database,Transición/Implementación,1,,,,
117.11718404312,2,5,1,4,3,4,Mid-Level,Testing,Construcción/Desarrollo,2,3.0,3.0,,
110.26972396905042,5,3,1,1,1,5,Mid-Level,Documentación,Elaboración/Requisitos,1,,,,
136.41380566697373,5,8,1,3,3,2,Senior,Análisis,Construcción/Desarrollo,1,,,,
158.61957587106005,4,5,1,5,5,4,Mid-Level,Análisis,Construcción/Desarrollo,3,1.0,3.0,2.0,3.0
82.1952975390787,2,5,1,4,2,4,Junior,DevOps,Transición/Implementación,1,,,,
124.75542182192241,3,1,2,5,3,3,Senior,Database,Elaboración/Requisitos,3,3.0,5.0,3.0,3.0
121.12350797819226,3,13,1,5,5,3,Mid-Level,Análisis,Inicio/Conceptualización,2,3.0,2.0,,
112.58278442932142,4,1,2,3,3,5,Junior,Testing,Inicio/Conceptualización,2,3.0,3.0,,
97.2160118177283,5,13,3,2,2,5,Senior,Análisis,Construcción/Desarrollo,1,,,,
144.1335684691593,5,3,2,5,4,4,Senior,Análisis,Mantenimiento,3,2.0,5.0,2.0,5.0
90.25047126255147,3,21,2,1,3,3,Mid-Level,DevOps,Elaboración/Requisitos,1,,,,
155.51428979168637,4,8,2,4,4,4,Senior,Backend,Inicio/Conceptualización,2,2.0,3.0,,
89.74528287221692,5,1,1,1,2,4,Junior,Análisis,Mantenimiento,1,,,,
96.30891265340303,2,1,1,5,3,5,Junior,Frontend,Mantenimiento,1,,,,
113.68285742451208,2,3,2,3,2,1,Mid-Level,Database,Mantenimiento,2,2.0,1.0,,
216.73020427982698,4,1,3,5,5,2,Mid-Level,DevOps,Inicio/Conceptualización,3,1.0,5.0,1.0,5.0
87.96914846431415,4,5,2,2,1,2,Junior,Database,Inicio/Conceptualización,1,,,,
207.8287001500321,4,5,3,5,1,4,Senior,Documentación,Elaboración/Requisitos,1,,,,
102.57800659453628,2,5,3,5,4,5,Mid-Level,Testing,Mantenimiento,1,,,,
99.05988471803548,4,5,2,5,5,5,Mid-Level,DevOps,Mantenimiento,1,,,,
117.80808883731189,2,21,3,4,1,5,Senior,Documentación,Mantenimiento,1,,,,
136.9543611497165,1,8,2,5,3,2,Junior,Análisis,Construcción/Desarrollo,2,3.0,4.0,,
120.35129225721697,5,1,1,3,1,2,Mid-Level,Análisis,Transición/Implementación,2,2.0,4.0,,
99.03755977453294,4,13,1,2,2,3,Mid-Level,Testing,Mantenimiento,2,1.0,3.0,,
112.25642820131621,4,2,2,4,4,4,Junior,Análisis,Inicio/Conceptualización,2,3.0,2.0,,
113.21455906192362,2,2,1,1,5,3,Mid-Level,Análisis,Inicio/Conceptualización,1,,,,
122.02242758152939,5,5,2,4,2,2,Mid-Level,Documentación,Elaboración/Requisitos,1,,,,
151.7626823711821,5,21,2,1,4,3,Junior,DevOps,Transición/Implementación,3,3.0,3.0,3.0,5.0
139.58289764271535,4,3,3,3,4,4,Mid-Level,DevOps,Inicio/Conceptualización,3,1.0,3.0,1.0,5.0
163.79395983404234,3,21,2,1,1,5,Junior,Análisis,Elaboración/Requisitos,3,1.0,2.0,1.0,2.0
74.70261368772243,4,8,2,4,2,2,Senior,Documentación,Inicio/Conceptualización,1,,,,
126.21766168277011,3,2,1,1,2,5,Junior,Testing,Elaboración/Requisitos,2,2.0,2.0,,
46.08411666695929,1,3,1,5,4,1,Senior,Testing,Elaboración/Requisitos,2,1.0,3.0,,
51.69295739504452,3,13,2,5,4,3,Junior,Database,Transición/Implementación,1,,,,
115.32981473868607,2,1,3,1,5,1,Senior,Análisis,Inicio/Conceptualización,1,,,,
99.68951521389555,2,1,2,2,2,5,Junior,Testing,Transición/Implementación,1,,,,
82.98360035693008,5,8,3,5,4,3,Mid-Level,Database,Elaboración/Requisitos,1,,,,
146.66819975543604,5,5,2,5,5,4,Junior,Análisis,Elaboración/Requisitos,3,3.0,5.0,3.0,5.0
81.02720149783579,1,13,3,3,5,3,Junior,Análisis,Elaboración/Requisitos,1,,,,
143.4740386610389,2,21,2,4,3,3,Junior,Testing,Elaboración/Requisitos,2,3.0,5.0,,
74.87646936541813,5,1,2,5,5,2,Junior,Análisis,Construcción/Desarrollo,2,3.0,2.0,,
216.60635989497288,1,8,1,2,2,5,Mid-Level,Documentación,Inicio/Conceptualización,2,2.0,1.0,,
150.06977796364242,4,13,1,4,2,5,Mid-Level,Testing,Construcción/Desarrollo,3,3.0,3.0,2.0,4.0
158.37666809322153,5,8,2,4,5,1,Junior,Database,Transición/Implementación,2,2.0,3.0,,
117.2206149021018,5,2,3,1,3,5,Senior,Database,Transición/Implementación,2,3.0,1.0,,
196.6348621111271,3,21,2,1,4,2,Mid-Level,Backend,Construcción/Desarrollo,3,3.0,3.0,3.0,4.0
152.97975453904894,5,1,2,2,5,3,Junior,Testing,Mantenimiento,3,2.0,2.0,3.0,3.0
168.95159038240254,3,21,3,1,5,4,Mid-Level,Análisis,Inicio/Conceptualización,3,1.0,1.0,2.0,1.0
69.21297873460345,5,8,1,5,4,3,Junior,Database,Mantenimiento,1,,,,
181.48561888249134,2,13,2,5,5,3,Senior,Backend,Transición/Implementación,3,3.0,1.0,3.0,2.0
75.3190434106061,5,5,1,5,4,4,Mid-Level,Database,Transición/Implementación,1,,,,
191.77725750446697,3,2,2,5,3,3,Mid-Level,Testing,Transición/Implementación,2,1.0,5.0,,
125.31932582333785,5,8,3,3,2,2,Mid-Level,Frontend,Construcción/Desarrollo,2,1.0,5.0,,
79.38702174726615,2,2,1,2,1,2,Senior,DevOps,Construcción/Desarrollo,1,,,,
93.569143308793,2,5,2,3,4,2,Mid-Level,Documentación,Mantenimiento,1,,,,
143.1527849377796,3,1,3,1,4,2,Senior,Backend,Mantenimiento,2,1.0,1.0,,
123.76360328640014,4,5,1,2,3,5,Mid-Level,Análisis,Inicio/Conceptualización,3,3.0,1.0,3.0,1.0
82.78627512152369,4,2,1,4,1,4,Junior,Frontend,Transición/Implementación,1,,,,
134.40111660786334,1,13,3,4,2,5,Junior,Frontend,Mantenimiento,3,1.0,3.0,1.0,4.0
176.25133987247705,2,8,2,1,3,5,Mid-Level,Análisis,Construcción/Desarrollo,3,1.0,1.0,2.0,1.0
126.30440260594199,1,8,2,3,2,4,Mid-Level,Análisis,Inicio/Conceptualización,3,1.0,5.0,1.0,2.0
83.06258951606901,3,1,1,3,3,2,Junior,Documentación,Transición/Implementación,1,,,,
65.19031308134984,3,21,2,5,3,3,Junior,DevOps,Transición/Implementación,2,3.0,5.0,,
170.63753583605418,2,1,2,3,2,5,Junior,DevOps,Construcción/Desarrollo,3,1.0,2.0,1.0,2.0
128.93638190883973,3,5,1,4,2,5,Junior,Database,Construcción/Desarrollo,2,1.0,1.0,,
136.0202591583466,5,8,2,2,3,2,Junior,Análisis,Construcción/Desarrollo,2,2.0,3.0,,
192.37864611972418,4,2,2,2,3,1,Junior,Database,Transición/Implementación,2,1.0,3.0,,
102.7990460370107,4,5,3,1,1,3,Senior,Database,Construcción/Desarrollo,1,,,,
73.02855755901984,2,5,2,4,4,3,Junior,Frontend,Construcción/Desarrollo,1,,,,
90.214569137933,3,13,3,4,1,2,Junior,Testing,Transición/Implementación,3,1.0,4.0,1.0,5.0
154.04109184826507,2,1,1,2,1,3,Junior,Frontend,Construcción/Desarrollo,3,1.0,2.0,1.0,3.0
205.96055634520056,3,8,3,3,2,5,Mid-Level,DevOps,Transición/Implementación,3,1.0,4.0,1.0,3.0
125.83720116909446,2,8,3,2,1,4,Mid-Level,Análisis,Construcción/Desarrollo,1,,,,
89.61285061612634,3,1,1,3,2,4,Mid-Level,Testing,Inicio/Conceptualización,1,,,,
157.7986318312818,4,21,2,4,5,3,Junior,Documentación,Inicio/Conceptualización,2,3.0,3.0,,
173.7741417924243,2,5,2,2,3,5,Senior,Database,Elaboración/Requisitos,2,2.0,2.0,,
102.44741169662394,3,21,2,1,5,4,Mid-Level,Análisis,Elaboración/Requisitos,1,,,,
121.83396220892321,4,5,1,3,3,2,Junior,Documentación,Inicio/Conceptualización,1,,,,
111.87104415787678,4,13,3,5,3,2,Junior,Análisis,Inicio/Conceptualización,1,,,,
176.44431497170171,4,1,1,4,4,2,Mid-Level,Database,Construcción/Desarrollo,3,3.0,4.0,3.0,3.0
101.90358145199977,4,1,2,5,1,2,Junior,Database,Inicio/Conceptualización,1,,,,
124.81815269263817,5,21,3,5,2,3,Junior,Frontend,Construcción/Desarrollo,2,2.0,5.0,,
67.95554162384126,2,13,1,3,2,3,Junior,Análisis,Elaboración/Requisitos,2,3.0,2.0,,
160.47321732231535,1,1,3,1,4,3,Mid-Level,Análisis,Mantenimiento,3,3.0,1.0,2.0,1.0
118.66047339288667,5,21,2,3,4,5,Junior,Frontend,Construcción/Desarrollo,1,,,,
188.54729443741164,4,2,1,2,2,3,Mid-Level,Frontend,Construcción/Desarrollo,2,1.0,1.0,,
114.7143860041865,3,21,2,3,3,4,Junior,Análisis,Construcción/Desarrollo,1,,,,
206.91444749761374,5,13,2,2,2,2,Senior,Database,Mantenimiento,3,2.0,1.0,3.0,1.0
160.53282434045101,2,2,2,2,3,3,Senior,Frontend,Elaboración/Requisitos,2,1.0,1.0,,
175.7057939047463,5,1,1,3,3,2,Senior,DevOps,Construcción/Desarrollo,3,1.0,5.0,1.0,3.0
116.29373689105101,5,8,2,3,2,4,Senior,DevOps,Mantenimiento,2,3.0,3.0,,
201.59892992776884,4,8,3,4,2,2,Senior,Documentación,Construcción/Desarrollo,3,1.0,5.0,1.0,4.0
72.3669364620071,3,8,2,3,5,4,Mid-Level,Frontend,Construcción/Desarrollo,1,,,,
129.19860806438533,4,13,3,3,3,4,Senior,Análisis,Inicio/Conceptualización,2,1.0,3.0,,
164.26460875204123,3,2,2,2,2,3,Mid-Level,Database,Inicio/Conceptualización,2,1.0,2.0,,
187.6076358079438,4,21,1,4,2,2,Senior,Database,Inicio/Conceptualización,3,1.0,3.0,1.0,4.0
101.73013778451813,2,8,1,2,3,2,Senior,Database,Construcción/Desarrollo,2,1.0,1.0,,
172.99527800957478,1,1,2,4,4,4,Mid-Level,Testing,Construcción/Desarrollo,3,1.0,4.0,1.0,3.0
151.26661266858747,1,2,3,3,4,3,Junior,Frontend,Inicio/Conceptualización,2,1.0,4.0,,
154.87092641262137,4,3,1,4,4,2,Senior,Testing,Mantenimiento,2,3.0,5.0,,
142.12768542417055,1,3,2,5,2,1,Senior,DevOps,Elaboración/Requisitos,2,2.0,4.0,,
75.67942981103138,3,8,3,4,4,5,Junior,DevOps,Construcción/Desarrollo,1,,,,
156.79755155127282,3,21,2,4,3,3,Senior,Documentación,Elaboración/Requisitos,3,2.0,3.0,2.0,4.0
71.78844986400829,1,1,1,4,2,1,Senior,Documentación,Inicio/Conceptualización,1,,,,
104.17227161751391,5,5,1,2,3,4,Senior,Database,Construcción/Desarrollo,1,,,,
140.5720953258518,4,8,2,1,4,4,Senior,Frontend,Construcción/Desarrollo,2,1.0,1.0,,
127.89236920565978,5,2,1,1,3,2,Senior,Database,Transición/Implementación,2,2.0,1.0,,
211.26205162719373,4,3,3,5,5,1,Junior,Análisis,Elaboración/Requisitos,3,1.0,1.0,1.0,5.0
156.43499187383736,4,8,3,5,2,1,Senior,Documentación,Mantenimiento,3,2.0,5.0,2.0,4.0
174.385584261393,3,8,3,2,4,1,Junior,Frontend,Mantenimiento,3,1.0,3.0,1.0,1.0
113.32410105835834,4,21,1,5,3,5,Senior,DevOps,Elaboración/Requisitos,2,2.0,5.0,,
157.9073669764427,5,1,2,4,5,3,Senior,Documentación,Transición/Implementación,2,1.0,3.0,,
148.1446919673035,1,3,1,1,4,3,Mid-Level,Análisis,Transición/Implementación,1,,,,
84.29805729102907,4,8,2,3,3,3,Senior,Análisis,Construcción/Desarrollo,1,,,,
138.07212075396117,2,5,2,5,5,4,Junior,Database,Construcción/Desarrollo,2,1.0,1.0,,
160.358162806249,2,21,3,3,3,2,Mid-Level,Database,Inicio/Conceptualización,3,1.0,4.0,1.0,1.0
119.82552258458443,4,13,2,2,2,5,Junior,Análisis,Transición/Implementación,3,2.0,3.0,1.0,2.0
193.0703317629608,1,2,1,5,3,5,Mid-Level,Backend,Transición/Implementación,3,2.0,5.0,1.0,4.0
176.93254038548693,4,8,2,5,5,1,Senior,Análisis,Inicio/Conceptualización,3,2.0,2.0,3.0,3.0
148.3864888388878,1,5,2,5,2,2,Mid-Level,Database,Construcción/Desarrollo,2,1.0,4.0,,
